user_id,username,nickname,discussion_count,post_count,upvotes_given,downvotes_given,upvotes_received,downvotes_received,haha_given,wtf_given,tuga_given,haha_received,wtf_received,tuga_received
411,BedaTheNic,,2,248,314,17,462,15,351,17,16,455,13,70
412,AVRFreak,,3,1574,4491,79,2795,62,3913,538,89,3735,144,277
413,ZorgTheBorg,,0,0,0,0,0,0,1,0,0,0,0,0
414,jazbinoleros,,0,4,8,1,15,0,1,0,0,0,0,0
415,HerrOttoFlick1,,0,23,10,2,26,0,3,0,0,0,0,2
416,Mars,mars_,0,105,278,2,38,1,677,15,25,39,1,0
417,vykar,mango,4,195,144,1,115,2,15,2,9,43,0,4
418,Kristijan,,3,26,20,0,38,1,1,0,0,0,0,2
419,MrPeanutButter,,3,326,183,5,283,4,70,4,53,57,6,23
420,Mauricius,,0,4,0,0,1,0,1,0,0,0,0,0
421,zvucnik,,0,23,139,8,12,0,54,0,1,0,0,0
422,AK10,endyyyy,3,303,665,39,550,7,378,21,80,120,9,44
423,LuckyRalph931,,0,0,19,20,0,0,1,0,0,0,0,0
424,thelonewanderer,Du är inte min chef!,7,845,342,6,1166,5,62,3,74,784,11,167
425,Dough_Dough,,1,21,13,0,3,0,0,0,0,0,0,0
426,pumma,,0,1,0,0,0,0,0,0,0,0,0,0
427,Snorlax,Bacva,1,116,128,1,48,3,9,0,1,66,0,3
428,shinigami,,0,0,0,0,0,0,0,0,0,0,0,0
429,Bravos,Supraman,0,19,12,1,12,0,0,0,0,0,0,0
430,niggante,,0,0,3,0,0,0,0,0,0,0,0,0
431,golub,,0,2,0,0,0,0,0,0,0,0,0,0
432,Jure,bidonitez,1,58,48,0,34,0,14,0,2,3,0,0
433,El_Beast,Pleteći medvjedić,0,124,52,4,49,0,14,0,3,23,0,3
434,Mettastic,Jetapa,0,7,3,0,1,0,0,0,0,0,0,0
435,karla_cd,ocd,0,15,31,0,19,0,0,0,0,0,0,0
436,5ani,5af,0,6,72,1,5,0,6,17,0,0,1,0
437,Marinjo,,0,4,10,2,5,0,4,0,0,0,0,0
438,Dell,,3,195,92,5,396,2,90,4,11,210,4,32
439,Cyanide,,0,0,0,0,0,0,0,0,0,0,0,0
440,viliml,,3,543,115,42,814,194,26,20,11,233,13,43
441,MaIv,,0,21,53,1,17,1,1,0,3,0,0,1
442,petra,Ptr,0,4,3,0,62,0,0,0,0,0,0,0
443,rchbtrrs,,2,35,34,0,27,0,8,0,2,0,0,3
444,Johnny_Bravo,a beautiful and unique snowflake,9,818,498,68,1020,83,231,24,37,542,23,79
445,antea,hobotnica_,0,2,1,0,3,0,0,0,0,0,0,0
446,dozo,,1,13,5,0,4,0,0,0,0,0,0,0
447,Nibba,,0,0,0,0,0,0,0,0,0,0,0,0
448,rotirkom,,0,36,6,0,8,0,0,0,0,0,0,0
449,Michael,Michael Scarn,0,97,71,3,98,1,21,1,0,14,0,0
450,leab,,0,7,8,0,1,0,0,0,0,0,0,0
451,Kniwy00,DoktorZnanosti,0,25,35,3,40,0,11,1,4,1,1,0
452,BlackMamba,,7,122,94,0,46,0,33,0,5,11,0,26
453,Veki,,0,16,29,1,61,1,3,0,1,0,0,0
454,benac,caneb,6,335,373,20,416,16,149,1,31,424,22,51
455,blackbean,,0,1,17,0,0,0,3,0,1,0,0,0
456,Gussy,huba buba,11,9142,4592,95,15502,250,6051,46,61,12992,277,579
457,iFart,,1,69,273,4,149,0,174,2,25,141,3,9
458,RespaiD,Sreten Ćićo Srećković,0,14,20,0,6,0,4,0,1,0,0,0
459,ams2,,0,0,0,0,0,0,0,0,0,0,0,0
460,jazzMassive,,1,51,18,0,30,0,2,0,1,1,0,0
461,Soapy,,0,0,0,0,0,0,1,0,0,0,0,0
462,Feelcool,,1,18,47,3,31,0,2,1,2,2,0,0
463,Fica,Prof,3,119,713,44,321,20,406,2,19,330,10,28
464,macan,,0,20,8,0,8,0,1,0,2,0,0,0
465,Alcatraz,,0,64,26,1,242,6,20,4,5,58,6,43
466,glava222,,0,20,3,0,20,0,0,0,0,0,0,0
467,Vitez-slavonske-ravni,Željko,1,21,3,0,7,0,0,0,0,0,0,19
468,Jahac_Rumene_Kadulje,JahacRumeneKadulje,0,8,4,0,5,0,0,0,0,0,0,0
469,iva7740,Mica Trofrtaljka,0,15,220,33,9,0,50,0,1,4,0,0
470,Stezihor,,0,0,5,0,0,0,34,0,2,0,0,0
471,Ledeni56,Jusuf,2,12,49,4,17,0,1,0,0,0,0,0
472,KrilatiSom,,0,0,1,0,0,0,0,0,0,0,0,0
473,Matesic,,0,0,1,0,0,0,0,0,0,0,0,0
474,MrDREDD,,0,66,33,1,43,0,6,0,2,1,6,5
475,tempest,,3,20,48,1,30,1,3,0,0,0,2,0
476,Eterle,,0,13,31,0,23,0,25,1,10,30,0,0
477,Tompa007,𝐓𝐇𝐄 𝐒𝐄𝐂𝐑𝐄𝐓 - 𝐂𝐋𝐔𝐁,8,358,156,103,375,278,11,1,5,93,2,21
478,Njet,,0,27,365,0,23,0,38,0,8,13,0,0
479,mentally_disturbed_llama,,0,135,432,47,288,48,93,12,11,32,1,6
480,lara,,0,8,8,0,5,0,4,0,0,0,0,2
481,lima98,lima1998,1,8,2,0,3,0,0,0,0,0,0,0
482,AromaticConfusion,VrloZbunjen,0,70,74,9,54,0,35,4,21,11,0,0
483,batman,,1,61,27,3,30,0,1,0,0,4,0,17
484,2more,Shooshur,0,24,47,4,10,0,4,0,2,0,0,0
485,zmei,,1,18,113,1,40,0,53,3,15,1,0,0
486,Vasili,Fasili,0,134,1309,14,430,4,1576,22,123,311,14,88
487,LukaB50,,0,0,0,0,0,0,0,0,0,0,0,0
488,M-16,,0,72,1429,45,93,0,3573,138,97,24,20,1
489,ferball,,2,63,50,0,46,2,3,1,1,7,0,0
490,Smolaa,,0,92,84,1,61,3,35,2,13,4,0,2
491,Sicsile,,3,326,535,1,314,1,60,2,37,32,2,5
492,data,,0,18,28,0,14,0,27,1,2,0,0,3
493,Extended_mix,,1,72,122,0,144,0,75,0,5,67,5,2
494,malimedo22,,0,6,1,0,6,0,1,0,0,0,0,0
495,jazavac,,1,7,8,0,13,0,1,0,0,2,0,0
496,TheJouz,,0,20,45,0,71,11,20,0,5,71,6,3
497,SirOliver,,0,0,5,1,0,0,2,0,0,0,0,0
498,kb1,,0,5,0,0,3,0,0,0,0,0,0,0
499,koko,,0,27,3,0,14,0,1,0,0,0,0,0
500,mrki,,1,29,18,1,12,0,9,0,3,5,4,3
501,Grga,,0,9,5,0,8,0,0,0,0,0,0,0
502,MrChicky,Helianthus,0,60,42,1,33,1,14,0,0,20,0,2
503,Ilija123,Mrnjotaur,7,262,83,1,82,3,3,2,0,37,3,6
504,Daeyarn,,4,426,649,1,251,1,222,2,16,46,1,12
505,wizombie,greenscreen,0,8,0,0,3,0,0,0,0,0,0,0
506,kavastoplim,kavustoplim,0,28,107,0,34,0,49,1,2,8,0,3
507,Broono,Burućuh,0,25,115,1,138,0,34,3,2,33,8,0
508,saltybitch,,0,1,17,2,0,0,1,0,0,0,0,0
509,ton6,toto6,1,35,36,1,15,0,3,0,0,0,0,0
510,Lucky,,0,5,32,1,47,0,7,0,0,10,2,0
511,estoyAqui,,1,56,23,0,32,0,12,1,0,12,0,1
512,ardi,sprut,0,54,156,11,85,0,49,2,5,1,0,0
513,NGboi,DrEtva,1,7,2,2,6,0,0,0,0,0,0,0
514,Sanjaaa,,0,0,14,0,0,0,3,0,0,0,0,0
515,Ardura,Maddy,0,96,274,3,119,1,67,2,13,2,1,2
516,nickname,,4,81,38,0,46,0,1,0,0,4,0,0
517,246,,1,32,25,0,12,0,0,0,0,0,0,1
518,vanna_li,,0,9,24,1,4,0,4,0,1,1,0,1
519,anon00,,13,693,341,0,1005,11,36,6,19,306,6,23
520,Martinko,,0,0,0,0,0,0,0,0,0,0,0,0
521,Al_Pakino,Al Pakino,0,38,129,1,107,0,18,2,7,3,3,0
522,Stubla,,3,70,31,0,67,1,1,0,0,0,2,4
524,ThiccDicc,Impostor,0,39,69,1,11,0,6,0,1,0,0,0
525,mteah3h3,,0,1,1,0,0,0,0,0,0,0,0,0
526,dolfy,Jenny Talia,4,70,124,2,82,3,24,0,4,107,1,1
527,Mylorad,,2,80,77,2,98,1,14,0,5,5,0,9
528,hjena,,0,1,0,0,0,0,0,0,0,0,0,0
529,SinanSuckich,Yelena,21,1688,1365,19,3582,67,1194,19,100,2424,44,147
530,gamigugi,,0,14,71,3,11,0,13,0,4,0,0,0
531,oyrad,,0,0,0,0,0,0,0,0,0,0,0,0
532,BillIK,,4,213,117,4,97,1,8,1,4,39,0,5
533,neja_negoti,,0,8,9,0,3,0,2,1,0,0,0,0
534,Franjo_Ferdinand,Franjo Ferdinand,0,194,51,36,306,49,10,1,3,143,12,39
535,Kranich,,0,7,2,0,19,0,0,1,0,0,0,0
536,mbaki,,0,20,34,0,10,0,11,0,1,0,0,0
537,Dorinacoko,Podvlaka_,0,2,6,0,0,0,1,0,0,0,0,0
538,Svudec,,1,394,343,20,633,10,92,2,13,40,8,30
540,kaja,,0,0,0,0,0,0,0,0,0,0,0,0
541,luka6,ugrijaniRadijator,0,11,73,1,10,0,26,0,2,0,0,1
542,King_Jaws,Dewey,0,1,0,0,0,0,0,0,0,0,0,0
543,Avendo,,7,105,22,0,30,2,0,0,0,22,1,2
544,madukali,,1,16,14,0,4,0,1,0,1,0,0,0
545,lol,,0,1,0,0,0,0,0,0,0,0,0,0
546,saki23,,1,27,21,0,12,0,0,0,0,1,0,0
547,Arilos,,0,2,7,0,10,0,1,0,0,0,0,0
548,Venki,,0,22,3,0,21,0,1,0,0,0,1,15
549,Elle,,2,246,256,0,66,0,12,3,9,3,3,6
550,Krama13,,4,27,314,84,20,0,18,5,2,2,0,0
551,Ljepilo,,0,16,10,4,17,0,0,0,0,1,0,12
552,petar19,,1,30,1,0,31,0,0,0,0,1,0,0
553,Quentin,,1,17,62,0,2,0,0,0,0,0,0,0
554,eclipse907,,0,0,0,0,0,0,0,0,0,0,0,0
555,djurag,dj,2,24,13,0,23,0,5,0,2,1,0,4
556,mariak,kaiak,1,281,112,10,99,21,52,31,12,31,27,20
557,micun,,0,1,3,0,1,0,0,0,0,0,0,0
558,lovrop,,0,0,0,0,0,0,0,0,0,0,0,0
559,johndoe12,enaiks,11,537,356,12,796,12,108,10,30,368,21,68
560,Arbeit123,,0,9,32,1,22,0,8,0,2,41,0,1
561,brzisha,,0,32,108,9,183,2,160,2,5,146,6,0
562,juraj13,,0,0,0,0,0,0,0,0,0,0,0,0
563,jelica,ajmemeni,1,112,422,2,181,0,10,3,9,6,1,0
565,username,,2,44,62,3,18,1,4,0,1,2,0,1
566,setuid0,,0,6,66,21,2,0,84,4,6,0,0,0
567,Leonardo,,0,3,42,0,1,0,12,1,1,1,0,0
568,mp99,,2,48,28,5,28,0,7,0,2,2,0,5
569,macaklin,,1,66,224,9,86,8,99,6,22,44,2,9
570,Ovo_je_moj_nick,,1,603,485,36,1322,81,491,51,14,1233,55,137
571,tzup,,0,10,0,0,1,0,0,0,0,0,0,0
572,pop,gabagool,0,25,129,3,34,0,5,0,4,15,0,0
573,lea96,,0,0,2,0,0,0,1,0,0,0,0,0
575,BreadCat,,0,487,2409,57,1512,17,2545,44,153,1611,32,74
576,Plisav,,2,41,4,0,18,0,6,0,0,2,0,5
577,Grumio,,3,799,1204,16,1005,16,1197,16,150,834,60,134
578,Felix,,0,0,0,0,0,0,0,0,1,0,0,0
579,pingvinka,,3,64,99,1,74,0,39,1,15,4,0,2
580,Ollie,,0,64,462,3,70,0,383,9,52,80,4,3
581,alp,monte,8,155,123,0,59,1,5,0,6,0,1,1
582,_am,,0,0,0,0,0,0,0,0,0,0,0,0
583,akMn1,,0,0,0,0,0,0,0,0,0,0,0,0
584,mare99,mare_,0,15,12,0,13,0,1,0,1,0,0,0
585,samsung12,,0,11,8,0,0,0,2,0,0,0,0,4
586,Amali,Amajli,1,1860,9021,317,4900,55,13211,629,708,1737,190,511
587,nika2612,,0,2,0,0,0,0,0,0,0,0,0,0
588,magikarp,level90magikarp,0,3,51,17,2,0,91,7,9,0,0,0
589,Bobinator,,27,894,867,9,827,10,633,29,35,284,9,49
590,Kamen,,1,40,108,1,23,1,100,4,15,1,1,23
591,benadda10,,0,0,0,0,0,0,0,0,0,0,0,0
592,gtic,,0,0,0,0,0,0,0,0,0,0,0,0
593,Petra659,,0,0,4,0,0,0,0,0,0,0,0,0
595,PepGuardiola,,1,49,61,5,51,0,2,0,5,7,1,1
596,Lonky13,,0,33,8,0,21,0,1,0,0,0,0,1
597,marinsimic,,0,4,2,0,5,0,0,0,0,0,0,0
598,BlueRose,,0,2,0,0,0,0,0,0,0,0,0,0
599,Lemeo,,0,7,0,0,1,0,2,0,0,0,0,0
600,renren,,0,123,58,0,171,5,1,0,1,121,0,4
601,racc00n,,0,0,0,0,0,0,0,0,0,0,0,0
602,tom32,,0,5,3,0,2,0,0,0,0,0,0,0
603,allien,,0,80,59,0,178,2,40,1,5,39,0,0
604,Petar420,,0,9,7,2,4,0,2,0,2,3,0,0
605,Ziher,,9,304,88,0,190,1,37,1,4,70,0,3
606,MalaBiljka,,0,0,0,0,0,0,0,0,0,0,0,0
607,XkLo,,0,48,73,0,17,0,1,0,1,0,0,0
608,raza,,0,2,3,0,0,0,0,0,0,0,0,0
609,Argadem,,1,40,45,9,43,1,11,3,4,19,0,0
610,error,,0,36,22,1,20,1,4,0,4,12,1,0
611,koode7,,10,359,133,4,294,8,28,2,3,134,6,17
612,blackhawk,,0,7,3,0,3,0,5,0,0,0,0,0
613,sekstempirik,,0,0,0,0,0,0,0,0,0,0,0,0
614,batman94,hitman94,1,7,5,1,3,0,1,0,0,0,0,0
615,AnamarijaM,MA,1,362,153,1,474,4,12,1,3,5,5,17
616,krle,,5,83,96,1,101,0,39,1,2,51,0,20
617,Maglica,,10,337,236,0,120,1,24,0,5,5,2,1
618,dodo,,0,0,3,0,0,0,0,7,2,0,0,0
619,maverick,,3,95,44,0,43,2,13,0,1,1,0,2
620,Boobo-oobo,,5,77,77,0,275,1,5,0,1,40,10,1
621,Dodica,,0,13,11,1,26,0,3,0,0,13,0,1
622,tuka,,1,94,68,2,33,0,3,0,2,3,1,1
623,Hmm,,0,2,2,0,3,0,0,0,0,0,0,0
624,antesha,,0,27,1,0,63,0,0,0,0,1,4,0
625,KR7,Detective Schmosby,7,201,122,1,292,2,84,5,13,99,12,19
626,Nixx,,0,0,0,0,0,0,0,0,0,0,0,0
627,samo_vagabundo,,2,46,74,3,43,0,27,0,5,10,0,0
628,BigBoi,,0,9,459,3,7,0,68,1,29,0,0,0
629,LukaTerzic,,0,0,0,0,0,0,0,0,0,0,0,0
630,Visnja,,1,301,67,1,109,0,8,0,3,1,1,2
631,tera,,0,22,22,0,12,1,2,0,1,0,0,0
632,EstebanVihaio,,6,523,510,2,1207,6,135,2,11,669,12,207
633,Aquaman,,1,114,58,0,74,0,6,0,0,12,2,1
634,kameni,Isusek,0,36,29,4,68,2,15,0,5,106,3,14
635,Hermione,,0,8,22,1,4,0,2,0,0,0,0,0
636,LUJXIV,,3,280,667,64,272,8,219,6,6,95,1,1
637,Mony,,0,9,16,0,21,0,0,0,0,2,0,0
638,Maci,,0,23,11,3,11,0,0,0,1,1,0,0
639,Jaska,Ante,0,10,7,0,29,0,0,0,0,0,0,0
640,Vega,,0,11,1,0,0,0,0,0,0,0,0,0
641,patrick,,0,0,0,0,0,0,0,0,0,0,0,0
642,koBASA,hackerman,0,54,73,2,85,0,54,0,5,95,0,1
643,barba13,,0,1,22,4,0,0,5,0,1,0,0,0
644,Verstopper,,1,12,2,0,0,0,0,0,1,0,0,0
645,termodinamika,,0,23,15,3,18,0,6,1,0,0,0,0
646,flip,,0,0,6,0,0,0,0,0,0,0,0,0
647,imemijejura,,0,12,3,1,0,0,0,0,0,0,1,0
648,frunilex,,0,3,2,0,2,0,2,0,0,0,0,0
649,Hesoyam,Lepi Dario,0,44,24,0,39,0,9,0,1,28,0,2
650,snuf,,0,2,9,0,0,0,0,0,0,0,0,0
651,Krpa1,Janez,1,103,157,2,182,2,14,1,8,78,5,10
652,FSMonster,[KAJ] FSM,0,15,63,21,23,3,179,2,2,20,0,3
653,Jojoslav,,0,14,0,0,4,0,0,0,0,0,0,0
654,psiho,,10,51,42,0,10,0,0,0,0,1,0,2
655,MaDu,,0,7,1,0,2,2,0,0,1,1,0,0
656,carantena,,2,25,7,2,9,0,1,0,0,0,0,0
657,loptica,,0,13,3,0,2,0,0,0,0,0,0,0
658,Jura,Spike433,9,68,89,1,33,1,27,0,8,0,0,0
659,eaypeasy,easypeasy,0,43,18,1,34,0,2,0,0,1,0,0
660,CodeMonkey,,0,2,3,0,2,0,1,0,0,0,0,0
661,flicka,,1,203,51,0,73,0,4,0,1,5,0,6
662,Kompi11,,0,5,1,0,1,0,0,0,0,0,0,0
663,General_Kenobi,Aborteur,0,1618,2733,64,1485,233,3145,65,181,788,44,42
664,Edrudo,,0,32,24,0,35,0,1,0,0,0,0,0
665,Pranjo,Pranjo_Suđman,2,63,178,7,36,0,50,1,30,4,0,16
666,JBQ,,1,214,145,4,249,2,17,0,4,13,9,7
667,tetak,,2,65,14,2,22,0,2,0,1,1,0,0
668,Hitchcock,,0,16,45,5,33,0,9,0,2,0,3,32
669,brunos252,sajo252,0,7,6,1,3,0,1,0,0,0,0,0
670,bc52556,Rip,1,24,10,0,20,0,0,0,0,2,0,0
671,puhkarlo,,0,0,0,0,0,0,0,0,0,0,0,0
672,sekiro,,7,367,102,1,257,2,24,0,2,51,0,11
673,dzive,,0,0,0,0,0,0,0,0,0,0,0,0
674,bush,Salut,0,19,16,0,8,0,8,0,2,0,0,0
675,krampus,,1,88,42,2,51,3,2,0,0,32,0,8
676,prpa,,0,5,19,0,1,0,23,0,0,0,0,0
677,Jimothy,,1,65,292,9,42,0,130,5,18,3,0,0
678,BMF,,0,25,50,0,45,1,6,0,1,1,0,0
679,Lindo,,0,4,0,0,0,0,0,0,0,0,0,0
680,ivan,,1,50,38,2,20,0,6,1,1,1,0,0
681,Katarina7,,0,2,2,0,0,0,0,0,0,0,0,0
682,EthanCarter,,1,19,11,0,6,0,0,0,0,1,0,0
683,gatsby,,4,112,228,6,151,3,153,7,45,0,0,2
684,djeno,,4,936,1525,21,4134,23,470,10,88,3090,67,486
685,dcbcdefb,,0,3,2,0,3,0,0,0,1,0,0,0
686,neksi,filip,3,253,547,32,112,5,174,50,15,34,35,7
687,woozie,,0,0,0,0,0,0,0,0,0,0,0,0
688,p444k,,3,67,11,0,39,1,2,0,2,0,2,0
689,Eva,snoopy,0,11,12,0,4,0,0,0,2,0,0,0
690,menace_master,,1,2792,2439,111,1680,53,1766,127,254,167,15,97
691,Erodes,,0,0,0,0,0,0,0,0,0,0,0,0
692,bebich,,0,36,50,0,39,1,35,0,3,1,0,0
693,srni-vilenjak,,1,23,32,0,20,0,10,2,0,0,0,0
694,Mulder,,0,1562,1077,24,3387,54,41,2,15,1281,62,197
695,Bruna,vjestica,0,1,1,0,0,0,0,0,0,0,0,0
696,Vocko,,0,27,46,0,43,0,20,0,0,0,0,5
697,jarza,,0,9,896,8,16,1,1544,44,171,13,0,0
698,f2908,,0,0,0,0,0,0,0,0,0,0,0,0
699,Kikyy99,,3,126,510,9,228,0,786,11,145,51,1,6
700,Piki,,0,56,59,2,158,9,130,2,15,128,19,15
701,HARAmara,decko_sa_balkana,0,182,1007,89,229,2,808,17,115,86,2,18
703,Pilif,,0,16,38,2,12,1,14,2,8,4,0,0
704,prle,,0,1,4,0,1,0,1,0,2,0,0,0
705,StefBaustelic,,1,769,2620,101,1160,48,1434,39,81,960,10,59
706,TentationeM,,2,202,71,9,262,7,7,1,5,61,0,31
707,Maaas,,0,12,89,5,5,0,89,4,7,1,0,0
708,tata,NISAM ASISTENT,7,694,596,8,1348,17,1057,1,48,1520,27,65
709,ref,,0,6,3,0,1,0,0,0,0,0,0,0
710,orb-of-sadder,,0,1,1,0,0,0,0,0,0,0,0,0
711,Yuki,,0,6,6,0,4,0,3,1,0,1,0,0
712,D0gz,,0,0,0,0,0,0,0,0,0,0,0,0
713,knjklj,,0,100,71,1,108,0,6,0,1,10,2,0
714,MEasy,,0,5,5,0,1,0,0,0,1,0,0,0
715,Rusansan,,0,0,0,0,0,0,0,0,0,0,0,0
716,Craz3d,,0,0,0,0,0,0,0,0,0,0,0,0
717,mat,,1,29,9,1,18,0,0,0,0,0,1,2
718,topkek,,0,9,8,1,4,0,0,0,0,0,0,0
719,lalala,,2,40,39,0,37,0,1,0,1,0,0,0
720,nikace,AeIoU,0,76,48,1,58,0,6,0,2,0,0,5
721,ruza0001,rozy,13,378,478,6,408,3,391,6,35,73,2,37
722,Zolja,,0,3,1,0,1,0,0,0,0,0,0,0
723,1vq,,0,43,1178,1,9,0,1236,12,352,0,0,0
724,mkovac25,,1,22,6,0,6,1,0,0,0,0,0,0
725,Goliathus,,2,23,113,4,121,1,272,1,15,44,3,22
726,AJure,,0,0,2,0,0,0,0,0,1,0,0,0
727,wolowitz,,0,0,0,0,0,0,0,0,0,0,0,0
728,spartanac555,,3,61,89,0,66,1,32,0,6,46,0,2
729,arm7,DulaPeep,1,25,51,0,22,0,3,0,4,0,0,1
730,Trexlo,,0,0,1,0,0,0,0,0,0,0,0,0
731,JeleeII,,0,77,890,6,100,0,903,19,94,112,4,44
732,ecco,,0,52,19,0,40,0,2,0,0,3,1,2
733,Swypi,,0,7,79,0,9,0,7,0,0,3,0,0
734,mihamih,,3,282,295,1,339,6,55,1,10,244,0,38
735,p3tr5,Mišica34,0,24,35,0,6,0,4,0,1,0,0,0
736,Dome,,0,126,1474,51,398,1,1800,53,195,707,54,66
737,officer,,0,22,8,1,5,0,3,0,0,3,0,0
738,lp51094,Lp333,0,2,1,0,3,0,1,0,0,0,0,1
739,Pinnacle,,0,0,2,0,0,0,0,0,1,0,0,0
740,Dootz,,4,87,31,7,71,1,14,0,1,0,0,4
741,cosko10,,0,41,41,0,64,0,7,0,2,0,3,2
742,Yoyo,,0,3,0,1,0,0,0,0,0,0,0,0
743,l9ip8,,0,11,54,7,19,2,16,0,0,1,0,0
744,isiah20,,0,50,2,0,18,0,0,0,0,8,0,0
745,jelencepelence,Jelence Pelence,0,12,1,0,16,0,0,0,0,0,0,0
746,bdel,,0,0,13,1,0,0,15,0,2,0,0,0
747,Ster,,0,0,0,0,0,0,0,0,0,0,0,0
748,tito,,6,216,151,1,248,1,38,0,2,11,1,0
749,maun,ok,0,28,13,4,5,0,2,0,0,2,0,0
750,pohanyx,2Đman,1,27,19,2,8,0,2,0,0,2,1,0
751,SpekuraDebela,Šćap,4,107,93,15,161,3,79,7,9,120,13,34
752,hoppe,Tom Hagen,0,18,8,0,2,0,0,0,0,0,0,1
753,snoot_booper,snoot_boopator,1,41,29,0,37,2,6,1,3,1,1,6
754,boki8,kerovac,2,228,444,2,529,3,27,9,4,68,56,26
755,TS30,,0,0,0,0,0,0,0,0,0,0,0,0
756,Daorson,,0,42,268,9,44,0,27,0,7,1,1,0
758,frogleap,,0,1,3,0,0,0,0,0,0,0,0,0
759,RoXasXIIIav,,0,3,1,0,4,0,0,0,0,0,0,0
760,sun,,0,1,0,0,0,0,0,0,0,0,0,0
761,Jomi,,1,68,8,0,118,4,1,0,0,56,0,34
762,Cips10,biu_bina,0,6,23,0,7,0,4,3,2,0,0,0
763,Maja,promaja,1,74,19,0,11,0,0,0,2,0,0,0
764,EmptyChild,,1,7,4,1,20,0,0,0,0,0,0,0
765,enakin,,0,1,1,0,0,0,0,0,0,0,0,0
766,Jaa,,0,29,29,0,31,7,12,0,0,3,1,1
767,bianconero,,2,19,2,0,10,0,0,0,0,1,0,0
768,Fran_-,random_trooper,0,0,196,5,0,0,551,4,18,0,0,0
769,katakomba,kk626,0,25,39,3,21,0,2,0,1,0,0,0
770,narval13068,Dima,2,112,232,3,85,1,42,3,10,6,4,8
771,talina,,0,1,2,0,2,0,0,0,0,0,0,0
772,MB99,Asinello,0,7,2,0,24,0,0,0,0,0,0,0
773,plavisnajper,,1,32,89,0,16,0,8,1,5,0,0,1
774,ReyKenobi,,1,103,124,3,434,1,21,0,6,54,1,19
775,desilesi,,1,66,0,0,2,0,0,0,0,1,1,0
776,BigTuna,,1,94,23,0,141,4,15,1,0,75,2,13
777,tamnodrvo96,,0,15,209,38,15,0,30,0,2,0,0,0
778,MrHead,vandal,2,69,102,6,38,0,25,0,3,0,0,2
779,ghost,ksi,0,23,52,0,10,0,4,0,1,6,11,0
780,de4d,,0,0,2,0,0,0,2,0,0,0,0,0
781,tekamolo,,1,105,245,3,79,0,332,14,18,28,15,5
782,dinosaur,Ruasonid,1,75,70,8,46,3,17,2,2,3,2,3
783,blabla123,,0,12,23,0,9,0,5,1,4,0,0,0
784,Lubenica,,0,7,32,5,55,17,2,0,0,57,0,6
785,roko24,,1,1,2,0,0,0,0,0,0,0,0,0
786,marin,,0,6,0,0,0,0,0,0,0,2,0,0
788,itsdend,,4,84,37,0,39,0,4,0,5,0,0,6
789,bzvz,,0,0,0,0,0,0,0,0,0,0,0,0
790,Kladivec,,0,3,1,0,1,0,0,0,0,0,0,2
791,mini,Earthling,1,36,68,1,9,0,11,1,2,0,0,0
792,Krisle,,6,174,131,8,238,13,15,2,2,49,3,1
793,mabraham,,1,6,2,0,1,0,1,0,0,0,0,0
794,TinOroz,,0,1,0,0,1,0,0,0,0,0,0,0
795,Camil,,0,1,0,0,1,0,0,0,0,0,0,0
796,jedan_ljesnjak,,0,0,0,0,0,0,0,0,0,0,0,0
797,schiz,,0,16,8,0,7,0,4,0,0,7,0,0
798,Wayk,,0,49,99,7,52,0,43,2,1,10,0,3
799,ivab,,0,0,0,0,0,0,0,0,0,0,0,0
800,MM_,,0,0,0,1,0,0,0,0,0,0,0,0
801,Ducky,,7,338,1608,6,249,4,1523,17,118,100,6,6
802,VukiJr,,0,25,6,0,8,1,0,0,0,0,0,1
803,ppp,,0,0,1,0,0,0,1,1,0,0,0,0
804,addisonRae,,1,20,7,0,2,0,0,0,0,0,0,2
805,zara,,0,21,10,0,27,0,1,0,0,0,0,1
806,tulipan,,0,26,2,0,6,0,0,0,0,0,0,0
807,Noggenfogger,dammitimmad,1,232,266,1,221,2,56,4,24,37,0,13
808,hobotnica,,0,30,65,2,34,0,4,0,2,0,1,2
809,Kushim,,7,233,967,78,555,18,368,29,37,382,8,68
810,HardToConcentrate,,0,0,0,0,0,0,0,0,0,0,0,0
811,ImJustAKid,lumity,0,100,203,4,83,0,4,0,3,1,0,0
812,Bato,Morski Pas,0,25,18,0,14,0,18,0,3,0,0,0
813,Yolonak,,1,15,0,0,0,0,0,0,0,0,0,0
814,Sashat_Triceps,Sasha_Triceps,7,89,51,1,124,10,6,0,4,89,0,3
815,duckyy,,1,4,6,0,4,0,1,0,0,0,1,0
816,pero,,0,43,19,0,28,0,1,0,0,0,0,0
817,snowman,,1,118,891,3,136,0,433,6,22,69,2,12
818,KinimodK,,0,0,0,0,0,0,0,0,0,0,0,0
819,Ivana23,,0,1,0,0,0,0,1,0,0,0,0,0
820,boss15,,8,213,409,22,241,12,189,8,26,74,0,14
822,Elendur19,Zagor,1,122,121,0,25,1,52,0,2,1,0,0
823,Tealo,,0,2,0,0,0,0,0,0,0,0,0,0
824,spejs,,0,567,2940,22,1538,20,3457,73,149,997,27,91
825,Dioda,,0,0,10,0,0,0,2,0,0,0,0,0
826,Bosse,,0,2,40,1,0,0,10,0,2,10,0,0
827,burek,,1,43,61,0,32,0,4,0,1,3,0,0
828,danica,,0,0,1,0,0,0,1,0,0,0,0,0
829,dr_chernobyl,,0,99,78,4,140,18,2,0,6,155,5,2
